path_audio,genre,song_name,path_video
C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\50 Cent - Disco Inferno (Official Music Video).f140.m4a,hip-hop,50 Cent - Disco Inferno (Official Music Video),C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\50 Cent - Disco Inferno (Official Music Video).f137.mp4
C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\50 Cent - In Da Club (Official Music Video).f140.m4a,hip-hop,50 Cent - In Da Club (Official Music Video),C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\50 Cent - In Da Club (Official Music Video).f401.mp4
C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\50 Cent - Just A Lil Bit.f140.m4a,hip-hop,50 Cent - Just A Lil Bit,C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\50 Cent - Just A Lil Bit.f137.mp4
C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\50 Cent - Outta Control ft. Mobb Deep.f140.m4a,hip-hop,50 Cent - Outta Control ft. Mobb Deep,C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\50 Cent - Outta Control ft. Mobb Deep.f137.mp4
C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\50 Cent - Wanksta (Official Music Video).f140.m4a,hip-hop,50 Cent - Wanksta (Official Music Video),C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\50 Cent - Wanksta (Official Music Video).f137.mp4
C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Akon - Locked Up (Official Music Video) ft. Styles P.f140.m4a,hip-hop,Akon - Locked Up (Official Music Video) ft. Styles P,C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Akon - Locked Up (Official Music Video) ft. Styles P.f137.mp4
C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Akon - Lonely (Official Music Video).f140.m4a,hip-hop,Akon - Lonely (Official Music Video),C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Akon - Lonely (Official Music Video).f137.mp4
C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Akon - Right Now (Na Na Na) (Official Video).f140.m4a,hip-hop,Akon - Right Now (Na Na Na) (Official Video),C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Akon - Right Now (Na Na Na) (Official Video).f137.mp4
C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Akon - Smack That (Official Music Video) ft. Eminem.f140.m4a,hip-hop,Akon - Smack That (Official Music Video) ft. Eminem,C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Akon - Smack That (Official Music Video) ft. Eminem.f137.mp4
"C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Akon - Sorry, Blame It On Me (Official Music Video).f140.m4a",hip-hop,"Akon - Sorry, Blame It On Me (Official Music Video)","C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Akon - Sorry, Blame It On Me (Official Music Video).f137.mp4"
C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Amerie - 1 Thing (Official Video).f140.m4a,hip-hop,Amerie - 1 Thing (Official Video),C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Amerie - 1 Thing (Official Video).f135.mp4
C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Baby Bash - Suga Suga ft. Frankie J.f140.m4a,hip-hop,Baby Bash - Suga Suga ft. Frankie J,C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Baby Bash - Suga Suga ft. Frankie J.f135.mp4
"C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Baby Bash ft. Akon - Baby, I'm Back (Official Video).f140.m4a",hip-hop,"Baby Bash ft. Akon - Baby, I'm Back (Official Video)","C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Baby Bash ft. Akon - Baby, I'm Back (Official Video).f135.mp4"
C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Beyoncé - Crazy In Love ft. JAY Z.f140.m4a,hip-hop,Beyoncé - Crazy In Love ft. JAY Z,C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Beyoncé - Crazy In Love ft. JAY Z.f137.mp4
C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Big Tymers - Still Fly.f140.m4a,hip-hop,Big Tymers - Still Fly,C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Big Tymers - Still Fly.f137.mp4
C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Blu Cantrell - Hit 'Em Up Style (Oops!) (Video Version).f140.m4a,hip-hop,Blu Cantrell - Hit 'Em Up Style (Oops!) (Video Version),C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Blu Cantrell - Hit 'Em Up Style (Oops!) (Video Version).f135.mp4
"C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Bone Crusher - Never Scared (Official HD Video) ft. Killer Mike, T.I..f140.m4a",hip-hop,"Bone Crusher - Never Scared (Official HD Video) ft. Killer Mike, T.I.","C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Bone Crusher - Never Scared (Official HD Video) ft. Killer Mike, T.I..f137.mp4"
C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Bow Wow - Let's Get Down ft. Baby.f140.m4a,hip-hop,Bow Wow - Let's Get Down ft. Baby,C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Bow Wow - Let's Get Down ft. Baby.f135.mp4
C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Bubba Sparxxx - Ugly.f140.m4a,hip-hop,Bubba Sparxxx - Ugly,C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Bubba Sparxxx - Ugly.f135.mp4
C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Busta Rhymes - Break Ya Neck (Official Video).f140.m4a,hip-hop,Busta Rhymes - Break Ya Neck (Official Video),C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Busta Rhymes - Break Ya Neck (Official Video).f135.mp4
C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Chingy - Right Thurr (Official Music Video).f140.m4a,hip-hop,Chingy - Right Thurr (Official Music Video),C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Chingy - Right Thurr (Official Music Video).f137.mp4
"C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Chingy, Ludacris, Snoop Dogg - Holidae In (Official Music Video).f140.m4a",hip-hop,"Chingy, Ludacris, Snoop Dogg - Holidae In (Official Music Video)","C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Chingy, Ludacris, Snoop Dogg - Holidae In (Official Music Video).f137.mp4"
C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Chris Brown - Gimme That Remix ft. Lil’ Wayne (Official HD Video) ft. Lil Wayne.f140.m4a,hip-hop,Chris Brown - Gimme That Remix ft. Lil’ Wayne (Official HD Video) ft. Lil Wayne,C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Chris Brown - Gimme That Remix ft. Lil’ Wayne (Official HD Video) ft. Lil Wayne.f137.mp4
C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Chris Brown - Kiss Kiss (Feat. T-Pain) (Official HD Video) ft. T-Pain.f140.m4a,hip-hop,Chris Brown - Kiss Kiss (Feat. T-Pain) (Official HD Video) ft. T-Pain,C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Chris Brown - Kiss Kiss (Feat. T-Pain) (Official HD Video) ft. T-Pain.f137.mp4
C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Chris Brown - Run It! (Official HD Video) ft. Juelz Santana.f140.m4a,hip-hop,Chris Brown - Run It! (Official HD Video) ft. Juelz Santana,C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Chris Brown - Run It! (Official HD Video) ft. Juelz Santana.f137.mp4
C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Chris Brown - With You (Official HD Video).f140.m4a,hip-hop,Chris Brown - With You (Official HD Video),C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Chris Brown - With You (Official HD Video).f137.mp4
C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Chris Brown - Yo (Excuse Me Miss) (Official HD Video).f140.m4a,hip-hop,Chris Brown - Yo (Excuse Me Miss) (Official HD Video),C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Chris Brown - Yo (Excuse Me Miss) (Official HD Video).f137.mp4
"C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Ciara - 1, 2 Step (Official Video) ft. Missy Elliott.f140.m4a",hip-hop,"Ciara - 1, 2 Step (Official Video) ft. Missy Elliott","C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Ciara - 1, 2 Step (Official Video) ft. Missy Elliott.f135.mp4"
C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Ciara - Goodies ft. Petey Pablo (Official Video) ft. Petey Pablo.f140.m4a,hip-hop,Ciara - Goodies ft. Petey Pablo (Official Video) ft. Petey Pablo,C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Ciara - Goodies ft. Petey Pablo (Official Video) ft. Petey Pablo.f135.mp4
C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Ciara - Like A Boy (Official Video).f140.m4a,hip-hop,Ciara - Like A Boy (Official Video),C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Ciara - Like A Boy (Official Video).f135.mp4
C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Ciara - Oh (Official Video) ft. Ludacris.f140.m4a,hip-hop,Ciara - Oh (Official Video) ft. Ludacris,C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Ciara - Oh (Official Video) ft. Ludacris.f135.mp4
C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Crime Mob - Knuck If You Buck (Explicit) ft. Lil' Scrappy.f140.m4a,hip-hop,Crime Mob - Knuck If You Buck (Explicit) ft. Lil' Scrappy,C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Crime Mob - Knuck If You Buck (Explicit) ft. Lil' Scrappy.f397.mp4
C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Crime Mob - Rock Yo Hips (Official Music Video) _ Warner Records.f140.m4a,hip-hop,Crime Mob - Rock Yo Hips (Official Music Video) _ Warner Records,C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Crime Mob - Rock Yo Hips (Official Music Video) _ Warner Records.f135.mp4
C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\D12 - Purple Hills (Official Music Video).f140.m4a,hip-hop,D12 - Purple Hills (Official Music Video),C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\D12 - Purple Hills (Official Music Video).f137.mp4
C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\D4L - Betcha Can't Do It Like Me.f140.m4a,hip-hop,D4L - Betcha Can't Do It Like Me,C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\D4L - Betcha Can't Do It Like Me.f136.mp4
C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\D4L - Laffy Taffy (Video).f140.m4a,hip-hop,D4L - Laffy Taffy (Video),C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\D4L - Laffy Taffy (Video).f135.mp4
C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Daddy Yankee - Gasolina [Official Music Video].f140.m4a,hip-hop,Daddy Yankee - Gasolina [Official Music Video],C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Daddy Yankee - Gasolina [Official Music Video].f133.mp4
C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Damian 'Jr. Gong' Marley - Welcome To Jamrock (Official Video).f140.m4a,hip-hop,Damian 'Jr. Gong' Marley - Welcome To Jamrock (Official Video),C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Damian 'Jr. Gong' Marley - Welcome To Jamrock (Official Video).f135.mp4
"C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\David Banner - Get Like Me ft. Chris Brown, Young Joc (Official Music Video).f140.m4a",hip-hop,"David Banner - Get Like Me ft. Chris Brown, Young Joc (Official Music Video)","C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\David Banner - Get Like Me ft. Chris Brown, Young Joc (Official Music Video).f135.mp4"
C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\David Banner - Like A Pimp ft. Lil' Flip (Official Music Video).f140.m4a,hip-hop,David Banner - Like A Pimp ft. Lil' Flip (Official Music Video),C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\David Banner - Like A Pimp ft. Lil' Flip (Official Music Video).f135.mp4
"C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Dem Franchize Boyz - I Think They Like Me f_ Jermaine Dupri, Da Brat & Bow Wow.f140.m4a",hip-hop,"Dem Franchize Boyz - I Think They Like Me f_ Jermaine Dupri, Da Brat & Bow Wow","C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Dem Franchize Boyz - I Think They Like Me f_ Jermaine Dupri, Da Brat & Bow Wow.f134.mp4"
"C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Destiny's Child - Soldier ft. T.I., Lil' Wayne.f140.m4a",hip-hop,"Destiny's Child - Soldier ft. T.I., Lil' Wayne","C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Destiny's Child - Soldier ft. T.I., Lil' Wayne.f135.mp4"
"C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Dr. Dre - The Next Episode (Official Music Video) ft. Snoop Dogg, Kurupt, Nate Dogg.f140.m4a",hip-hop,"Dr. Dre - The Next Episode (Official Music Video) ft. Snoop Dogg, Kurupt, Nate Dogg","C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Dr. Dre - The Next Episode (Official Music Video) ft. Snoop Dogg, Kurupt, Nate Dogg.f137.mp4"
C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\E-40 - Tell Me When To Go (Official Music Video) _ Warner Records.f140.m4a,hip-hop,E-40 - Tell Me When To Go (Official Music Video) _ Warner Records,C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\E-40 - Tell Me When To Go (Official Music Video) _ Warner Records.f135.mp4
C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Eminem - Cleanin' Out My Closet (Official Music Video).f140.m4a,hip-hop,Eminem - Cleanin' Out My Closet (Official Music Video),C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Eminem - Cleanin' Out My Closet (Official Music Video).f137.mp4
C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Eminem - Like Toy Soldiers (Official Music Video).f140.m4a,hip-hop,Eminem - Like Toy Soldiers (Official Music Video),C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Eminem - Like Toy Soldiers (Official Music Video).f137.mp4
C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Eminem - Mockingbird [Official Music Video].f140.m4a,hip-hop,Eminem - Mockingbird [Official Music Video],C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Eminem - Mockingbird [Official Music Video].f137.mp4
C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Eminem - Sing For The Moment (Official Music Video).f140.m4a,hip-hop,Eminem - Sing For The Moment (Official Music Video),C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Eminem - Sing For The Moment (Official Music Video).f137.mp4
C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Eminem - Stan (Long Version) ft. Dido.f140.m4a,hip-hop,Eminem - Stan (Long Version) ft. Dido,C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Eminem - Stan (Long Version) ft. Dido.f137.mp4
C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Eminem - When I'm Gone (Official Music Video).f140.m4a,hip-hop,Eminem - When I'm Gone (Official Music Video),C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Eminem - When I'm Gone (Official Music Video).f137.mp4
C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Eminem - Without Me (Official Music Video).f140.m4a,hip-hop,Eminem - Without Me (Official Music Video),C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Eminem - Without Me (Official Music Video).f137.mp4
"C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Eminem, Dr. Dre - Forgot About Dre (Explicit) (Official Music Video) ft. Hittman.f140.m4a",hip-hop,"Eminem, Dr. Dre - Forgot About Dre (Explicit) (Official Music Video) ft. Hittman","C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Eminem, Dr. Dre - Forgot About Dre (Explicit) (Official Music Video) ft. Hittman.f137.mp4"
C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Eve - Let Me Blow Ya Mind (Official Music Video) ft. Gwen Stefani.f140.m4a,hip-hop,Eve - Let Me Blow Ya Mind (Official Music Video) ft. Gwen Stefani,C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Eve - Let Me Blow Ya Mind (Official Music Video) ft. Gwen Stefani.f401.mp4
C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Fat Joe ft. Ashanti - What's Luv [OFFICIAL MUSIC VIDEO].f140.m4a,hip-hop,Fat Joe ft. Ashanti - What's Luv [OFFICIAL MUSIC VIDEO],C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Fat Joe ft. Ashanti - What's Luv [OFFICIAL MUSIC VIDEO].f135.mp4
C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\GS Boyz - Booty Dew.f140.m4a,hip-hop,GS Boyz - Booty Dew,C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\GS Boyz - Booty Dew.f135.mp4
C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\GS Boyz - Stanky Legg (Official Video).f140.m4a,hip-hop,GS Boyz - Stanky Legg (Official Video),C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\GS Boyz - Stanky Legg (Official Video).f135.mp4
C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Gwen Stefani - Hollaback Girl (Dirty Version).f140.m4a,hip-hop,Gwen Stefani - Hollaback Girl (Dirty Version),C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Gwen Stefani - Hollaback Girl (Dirty Version).f135.mp4
C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Gwen Stefani - Rich Girl (Official Music Video) ft. Eve.f140.m4a,hip-hop,Gwen Stefani - Rich Girl (Official Music Video) ft. Eve,C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Gwen Stefani - Rich Girl (Official Music Video) ft. Eve.f137.mp4
"C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Huey - Pop, Lock & Drop It (Video Edit).f140.m4a",hip-hop,"Huey - Pop, Lock & Drop It (Video Edit)","C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Huey - Pop, Lock & Drop It (Video Edit).f135.mp4"
"C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Ice Cube, Mack 10, Ms. Toi - You Can Do It (Official Music Video).f140.m4a",hip-hop,"Ice Cube, Mack 10, Ms. Toi - You Can Do It (Official Music Video)","C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Ice Cube, Mack 10, Ms. Toi - You Can Do It (Official Music Video).f137.mp4"
C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\J-Kwon - Tipsy (Official Video).f140.m4a,hip-hop,J-Kwon - Tipsy (Official Video),C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\J-Kwon - Tipsy (Official Video).f135.mp4
C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\JAY-Z - Dirt Off Your Shoulder.f140.m4a,hip-hop,JAY-Z - Dirt Off Your Shoulder,C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\JAY-Z - Dirt Off Your Shoulder.f135.mp4
C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Jeezy - Soul Survivor ft. Akon.f140.m4a,hip-hop,Jeezy - Soul Survivor ft. Akon,C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Jeezy - Soul Survivor ft. Akon.f137.mp4
C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Jennifer Lopez - Get Right (Official Video).f140.m4a,hip-hop,Jennifer Lopez - Get Right (Official Video),C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Jennifer Lopez - Get Right (Official Video).f135.mp4
C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Jennifer Lopez - Jenny from the Block (Official HD Video).f140.m4a,hip-hop,Jennifer Lopez - Jenny from the Block (Official HD Video),C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Jennifer Lopez - Jenny from the Block (Official HD Video).f137.mp4
C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Jeremih - Down On Me ft. 50 Cent.f140.m4a,hip-hop,Jeremih - Down On Me ft. 50 Cent,C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Jeremih - Down On Me ft. 50 Cent.f137.mp4
C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Joe Budden - Pump It Up (Official Music Video).f140.m4a,hip-hop,Joe Budden - Pump It Up (Official Music Video),C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Joe Budden - Pump It Up (Official Music Video).f137.mp4
C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Justin Timberlake - Rock Your Body (Official Video).f140.m4a,hip-hop,Justin Timberlake - Rock Your Body (Official Video),C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Justin Timberlake - Rock Your Body (Official Video).f135.mp4
C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Kanye West - Gold Digger ft. Jamie Foxx.f140.m4a,hip-hop,Kanye West - Gold Digger ft. Jamie Foxx,C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Kanye West - Gold Digger ft. Jamie Foxx.f135.mp4
C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Like Glue   Sean Paul.f140.m4a,hip-hop,Like Glue   Sean Paul,C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Like Glue   Sean Paul.f134.mp4
C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Lil Jon & The East Side Boyz - Get Low (feat. Ying Yang Twins) (Official Music Video).f140.m4a,hip-hop,Lil Jon & The East Side Boyz - Get Low (feat. Ying Yang Twins) (Official Music Video),C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Lil Jon & The East Side Boyz - Get Low (feat. Ying Yang Twins) (Official Music Video).f134.mp4
C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Lil Rob - Summer Nights.f140.m4a,hip-hop,Lil Rob - Summer Nights,C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Lil Rob - Summer Nights.f133.mp4
C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Lil Scrappy - Money In The Bank (Official Music Video) _ Warner Records.f140.m4a,hip-hop,Lil Scrappy - Money In The Bank (Official Music Video) _ Warner Records,C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Lil Scrappy - Money In The Bank (Official Music Video) _ Warner Records.f135.mp4
C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Lil Wayne - Fireman (Official Music Video).f140.m4a,hip-hop,Lil Wayne - Fireman (Official Music Video),C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Lil Wayne - Fireman (Official Music Video).f137.mp4
C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Lil' Flip - The Way We Ball (Undaground Legend).f140.m4a,hip-hop,Lil' Flip - The Way We Ball (Undaground Legend),C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Lil' Flip - The Way We Ball (Undaground Legend).f135.mp4
C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Lil' Troy - Wanna Be A Baller.f140.m4a,hip-hop,Lil' Troy - Wanna Be A Baller,C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Lil' Troy - Wanna Be A Baller.f135.mp4
C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\LL COOL J - Headsprung.f140.m4a,hip-hop,LL COOL J - Headsprung,C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\LL COOL J - Headsprung.f137.mp4
C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Lloyd Banks - On Fire (Explicit).f140.m4a,hip-hop,Lloyd Banks - On Fire (Explicit),C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Lloyd Banks - On Fire (Explicit).f135.mp4
C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Lose Yourself by Eminem _ Eminem.f140.m4a,hip-hop,Lose Yourself by Eminem _ Eminem,C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Lose Yourself by Eminem _ Eminem.f133.mp4
C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Ludacris - Act A Fool (MTV Version) (Official Music Video).f140.m4a,hip-hop,Ludacris - Act A Fool (MTV Version) (Official Music Video),C:\\Users\\tatbo\\PycharmProjects\\Multimodal\\data\\hip-hop\Ludacris - Act A Fool (MTV Version) (Official Music Video).f137.mp4
